"LE LIS BLANC","NM","3/30/2020","3/31/2020","3/30/2020","3/31/2020","7/1/2020","7/1/2020","7/31/2020","7/31/2020","","","6/29/2020","6/29/2020","8/14/2020","","11/13/2020","","3/31/2020","","6/30/2020","","8/17/2020","","11/19/2020",""
"LIFEMED","MA","3/18/2020","3/18/2020","3/18/2020","3/18/2020","4/17/2020","4/17/2020","6/19/2020","6/19/2020","","","5/20/2020","5/20/2020","8/31/2020","","11/13/2020","","","","","","","","",""
"LIGHT S/A","NM","3/12/2020","3/12/2020","3/12/2020","3/12/2020","4/28/2020","4/28/2020","5/29/2020","5/29/2020","","","5/7/2020","5/7/2020","8/13/2020","","11/5/2020","","3/13/2020","","5/8/2020","","8/14/2020","","11/6/2020",""
"LINX","NM","3/30/2020","3/30/2020","3/30/2020","3/30/2020","4/30/2020","4/30/2020","5/29/2020","5/29/2020","","1/9/2020","6/8/2020","6/8/2020","8/11/2020","","11/9/2020","","3/31/2020","","6/9/2020","","8/12/2020","","11/10/2020",""
"LOCALIZA","NM","3/10/2020","3/10/2020","3/10/2020","3/10/2020","4/23/2020","4/23/2020","5/28/2020","5/28/2020","","","5/14/2020","5/14/2020","7/29/2020","","10/27/2020","","3/11/2020","","5/15/2020","","7/30/2020","","10/28/2020",""
"LOCAMERICA","NM","3/12/2020","3/12/2020","3/12/2020","3/12/2020","6/12/2020","6/12/2020","7/8/2020","7/8/2020","","","5/20/2020","5/20/2020","8/13/2020","","11/12/2020","","3/13/2020","","5/21/2020","","8/14/2020","","11/13/2020",""
"LOCAWEB","NM","3/25/2020","3/25/2020","3/25/2020","3/25/2020","4/30/2020","4/30/2020","7/31/2020","7/22/2020","","","5/13/2020","5/13/2020","8/12/2020","","5/13/2020","","","","5/15/2020","","8/14/2020","","11/13/2020",""
"LOG COM PROP","NM","2/10/2020","2/10/2020","2/10/2020","2/10/2020","4/16/2020","4/16/2020","6/19/2020","6/19/2020","","","4/29/2020","4/29/2020","7/29/2020","","10/29/2020","","2/11/2020","","4/30/2020","","7/30/2020","","10/30/2020",""
"LOG-IN","NM","3/16/2020","3/17/2020","3/16/2020","3/17/2020","4/22/2020","4/22/2020","5/29/2020","5/29/2020","","","5/11/2020","5/11/2020","8/10/2020","","11/10/2020","","3/17/2020","","5/12/2020","","8/11/2020","","11/11/2020",""
"LOJAS AMERIC","N1","2/20/2020","2/20/2020","2/20/2020","2/20/2020","4/30/2020","4/30/2020","5/29/2020","5/29/2020","9/1/2020","","5/7/2020","5/7/2020","8/13/2020","","11/5/2020","","","","","","","","",""
"LOJAS MARISA","NM","3/19/2020","3/19/2020","3/19/2020","3/19/2020","6/30/2020","6/30/2020","6/30/2020","6/30/2020","","","5/28/2020","5/28/2020","8/24/2020","","11/5/2020","","3/20/2020","","5/29/2020","","8/25/2020","","11/6/2020",""
"LOJAS RENNER","NM","2/6/2020","2/6/2020","2/6/2020","2/6/2020","4/29/2020","4/29/2020","6/30/2020","6/30/2020","","","5/21/2020","5/21/2020","8/31/2020","","11/5/2020","","2/7/2020","","5/22/2020","","9/1/2020","","11/6/2020",""
"LOPES BRASIL","NM","3/26/2020","3/27/2020","3/26/2020","3/27/2020","8/18/2020","","7/31/2020","7/31/2020","","","6/29/2020","6/29/2020","8/14/2020","","11/12/2020","","3/27/2020","","6/30/2020","","8/17/2020","","11/13/2020",""
"LUPATECH","NM","3/19/2020","3/19/2020","3/19/2020","3/19/2020","7/31/2020","7/31/2020","5/29/2020","5/29/2020","","","5/14/2020","5/14/2020","8/28/2020","","11/12/2020","","3/25/2020","","5/20/2020","","9/3/2020","","11/19/2020",""
"M.DIASBRANCO","NM","3/6/2020","3/6/2020","3/6/2020","3/6/2020","4/9/2020","4/9/2020","6/30/2020","6/30/2020","","","5/8/2020","5/8/2020","8/7/2020","","11/6/2020","","3/9/2020","","5/11/2020","","8/10/2020","","11/9/2020",""
"MAESTROLOC","MA","3/23/2020","3/23/2020","3/23/2020","3/23/2020","4/23/2020","4/23/2020","5/26/2020","5/26/2020","","","5/12/2020","5/12/2020","8/12/2020","","11/12/2020","","","","","","","","",""
"MAGAZ LUIZA","NM","2/17/2020","2/17/2020","2/17/2020","2/17/2020","7/27/2020","7/27/2020","7/31/2020","7/31/2020","","","5/25/2020","5/25/2020","8/17/2020","","10/28/2020","","2/20/2020","","5/26/2020","","8/18/2020","","10/29/2020",""
"MARCOPOLO","N2","2/27/2020","2/27/2020","2/27/2020","2/27/2020","3/31/2020","3/31/2020","7/31/2020","7/31/2020","8/5/2020","","5/25/2020","5/25/2020","8/3/2020","","11/3/2020","","","","","","","","",""
"MARFRIG","NM","2/19/2020","2/19/2020","2/19/2020","2/19/2020","3/30/2020","3/30/2020","7/31/2020","7/9/2020","","","5/14/2020","5/18/2020","8/12/2020","","11/12/2020","","2/20/2020","","5/19/2020","","8/13/2020","","11/12/2020",""
"METAL LEVE","NM","3/30/2020","3/30/2020","3/30/2020","3/30/2020","5/29/2020","5/29/2020","7/31/2020","7/30/2020","","","5/13/2020","5/13/2020","8/12/2020","","11/11/2020","","3/31/2020","","5/14/2020","","8/13/2020","","11/12/2020",""
"METALFRIO","NM","3/27/2020","3/27/2020","3/27/2020","3/27/2020","4/28/2020","4/28/2020","7/31/2020","7/31/2020","","","6/26/2020","6/26/2020","8/24/2020","","11/12/2020","","4/3/2020","","6/29/2020","","8/25/2020","","11/13/2020",""
"MILLS","NM","3/18/2020","3/18/2020","3/18/2020","3/18/2020","4/29/2020","4/29/2020","5/28/2020","5/28/2020","","","5/14/2020","5/14/2020","8/13/2020","","11/12/2020","","3/19/2020","","5/15/2020","","8/14/2020","","11/13/2020",""
"MINERVA","NM","2/18/2020","2/18/2020","2/18/2020","2/18/2020","3/20/2020","3/20/2020","5/29/2020","7/31/2020","","","4/28/2020","4/28/2020","7/28/2020","","11/3/2020","","3/11/2020","","4/29/2020","","7/29/2020","","11/4/2020",""
"MITRE REALTY","NM","3/30/2020","3/31/2020","3/30/2020","3/31/2020","4/30/2020","4/30/2020","5/29/2020","5/29/2020","","","5/11/2020","5/11/2020","8/11/2020","","11/10/2020","","3/31/2020","","5/12/2020","","8/12/2020","","11/11/2020",""
"MMX MINER","NM","3/31/2020","3/31/2020","3/31/2020","3/31/2020","7/31/2020","7/31/2020","7/31/2020","7/31/2020","","","6/29/2020","6/29/2020","8/28/2020","","11/13/2020","","4/7/2020","","7/6/2020","","8/31/2020","","11/19/2020",""
"MOURA DUBEUX","NM","3/30/2020","3/30/2020","3/30/2020","3/30/2020","4/30/2020","4/30/2020","6/19/2020","6/19/2020","","","5/13/2020","5/13/2020","8/13/2020","","11/12/2020","","3/31/2020","","5/14/2020","","8/14/2020","","11/13/2020",""
"MOVIDA","NM","3/10/2020","3/10/2020","3/10/2020","3/10/2020","4/30/2020","4/30/2020","5/29/2020","5/29/2020","","","5/13/2020","5/13/2020","8/12/2020","","11/3/2020","","3/11/2020","","5/14/2020","","8/13/2020","","11/4/2020",""
"MRV","NM","3/2/2020","3/2/2020","3/2/2020","3/2/2020","4/3/2020","4/16/2020","7/31/2020","7/29/2020","","","5/28/2020","5/28/2020","8/12/2020","","11/9/2020","","3/3/2020","","5/29/2020","","8/13/2020","","11/10/2020",""
"MULTIPLAN","N2","2/17/2020","2/17/2020","2/17/2020","2/17/2020","4/30/2020","4/30/2020","7/30/2020","7/30/2020","9/24/2020","","4/29/2020","4/29/2020","8/6/2020","","10/28/2020","","","","","","","","",""
"NEOENERGIA","NM","2/17/2020","2/17/2020","2/17/2020","2/17/2020","4/22/2020","4/20/2020","7/31/2020","7/31/2020","","","4/27/2020","4/27/2020","7/21/2020","7/21/2020","10/20/2020","","2/18/2020","","4/28/2020","","7/22/2020","","10/21/2020",""
"NORTCQUIMICA","MA","3/27/2020","3/27/2020","3/27/2020","3/27/2020","4/28/2020","4/28/2020","6/19/2020","6/19/2020","","","6/29/2020","6/29/2020","8/31/2020","","11/13/2020","","","","","","","","",""
"NUTRIPLANT","MA","3/31/2020","3/31/2020","3/31/2020","3/31/2020","4/30/2020","4/30/2020","5/29/2020","5/29/2020","","","6/1/2020","6/1/2020","8/27/2020","","11/13/2020","","","","","","","","",""
"ODONTOPREV","NM","3/5/2020","3/5/2020","3/5/2020","3/5/2020","4/28/2020","4/28/2020","5/28/2020","5/28/2020","","","4/29/2020","4/29/2020","7/29/2020","","10/28/2020","","3/6/2020","","4/30/2020","","7/30/2020","","10/29/2020",""
"OI","N1","3/25/2020","3/25/2020","3/25/2020","3/25/2020","4/30/2020","4/30/2020","5/29/2020","5/29/2020","12/1/2020","","6/15/2020","6/16/2020","8/13/2020","","11/12/2020","","","","","","","","",""
"OMEGA GER","NM","3/2/2020","3/2/2020","3/2/2020","3/2/2020","4/30/2020","4/30/2020","6/30/2020","6/30/2020","","","5/15/2020","5/15/2020","8/5/2020","","11/13/2020","","4/1/2020","","5/18/2020","","8/6/2020","","11/16/2020",""
"OSX BRASIL","NM","3/31/2020","3/31/2020","3/31/2020","3/31/2020","6/1/2020","6/1/2020","7/31/2020","7/31/2020","","","5/15/2020","5/16/2020","8/14/2020","","11/13/2020","","4/6/2020","","5/20/2020","","8/21/2020","","11/19/2020",""
"OUROFINO S/A","NM","2/11/2020","2/11/2020","2/11/2020","2/11/2020","5/8/2020","5/8/2020","5/8/2020","5/8/2020","","","5/12/2020","5/12/2020","8/6/2020","","11/9/2020","","2/12/2020","","5/13/2020","","8/7/2020","","11/10/2020",""
"P.ACUCAR-CBD","N1","2/19/2020","2/19/2020","2/19/2020","2/19/2020","4/23/2020","4/23/2020","7/31/2020","7/31/2020","12/1/2020","","5/13/2020","5/13/2020","7/30/2020","","11/4/2020","","2/20/2020","","5/14/2020","","7/30/2020","","11/5/2020",""
"PARANAPANEMA","NM","3/16/2020","3/16/2020","3/16/2020","3/16/2020","4/23/2020","4/23/2020","9/30/2020","7/30/2020","","","5/7/2020","5/7/2020","7/31/2020","","10/30/2020","","3/17/2020","","5/8/2020","","8/3/2020","","11/2/2020",""
"PDG REALT","NM","3/30/2020","3/30/2020","3/30/2020","3/30/2020","6/19/2020","6/19/2020","7/31/2020","7/31/2020","","","5/15/2020","5/15/2020","8/14/2020","","11/13/2020","","3/31/2020","","5/18/2020","","8/17/2020","","11/16/2020",""
"PETROBRAS","N2","2/19/2020","2/19/2020","2/19/2020","2/19/2020","7/22/2020","7/22/2020","7/31/2020","7/31/2020","","","5/14/2020","5/14/2020","7/30/2020","","10/28/2020","","","","","","","","",""
"PETROBRAS BR","NM","3/11/2020","3/11/2020","3/11/2020","3/11/2020","7/28/2020","7/28/2020","7/31/2020","7/31/2020","","","6/11/2020","6/10/2020","8/11/2020","","11/10/2020","","3/12/2020","","6/12/2020","","8/12/2020","","11/11/2020",""
"PETRORIO","NM","2/19/2020","2/19/2020","2/19/2020","2/19/2020","4/20/2020","4/20/2020","6/30/2020","6/30/2020","","","5/14/2020","5/15/2020","7/30/2020","","10/29/2020","","2/20/2020","","5/18/2020","","8/3/2020","","10/30/2020",""
"PINE","N2","2/18/2020","2/18/2020","2/18/2020","2/18/2020","3/20/2020","3/20/2020","6/19/2020","6/19/2020","12/1/2020","","5/13/2020","5/13/2020","8/12/2020","","11/11/2020","","","","","","","","",""
"POMIFRUTAS","NM","3/30/2020","3/30/2020","3/30/2020","3/30/2020","4/29/2020","4/29/2020","7/31/2020","7/31/2020","","","6/29/2020","6/29/2020","8/14/2020","","11/16/2020","","4/6/2020","","7/27/2020","","8/21/2020","","11/20/2020",""
"PORTO SEGURO","NM","2/3/2020","2/3/2020","2/3/2020","2/3/2020","3/31/2020","3/31/2020","5/29/2020","5/29/2020","","","5/4/2020","5/4/2020","8/3/2020","","11/3/2020","","2/5/2020","","5/6/2020","","8/5/2020","","11/5/2020",""
"PORTOBELLO","NM","3/20/2020","3/20/2020","3/20/2020","3/20/2020","4/28/2020","4/28/2020","7/31/2020","7/31/2020","","","5/25/2020","5/25/2020","8/10/2020","","11/9/2020","","3/26/2020","","5/29/2020","","8/13/2020","","11/12/2020",""
"POSITIVO TEC","NM","3/4/2020","3/4/2020","3/4/2020","3/4/2020","6/1/2020","6/1/2020","7/31/2020","7/31/2020","","","6/8/2020","6/8/2020","8/13/2020","","11/9/2020","","3/5/2020","","6/9/2020","","8/14/2020","","11/10/2020",""
"PRATICA","MA","3/30/2020","3/31/2020","3/30/2020","3/31/2020","6/30/2020","6/30/2020","7/31/2020","7/31/2020","","","6/29/2020","7/13/2020","8/31/2020","","11/16/2020","","","","","","","","",""
"PRINER","NM","3/30/2020","3/30/2020","3/30/2020","3/30/2020","4/30/2020","4/30/2020","7/31/2020","7/31/2020","","","6/29/2020","6/29/2020","8/14/2020","","11/13/2020","","4/2/2020","","7/1/2020","","8/18/2020","","11/17/2020",""
"PROFARMA","NM","3/10/2020","3/11/2020","3/10/2020","3/11/2020","4/22/2020","4/22/2020","5/22/2020","5/22/2020","","","5/6/2020","5/6/2020","8/16/2020","","11/4/2020","","3/11/2020","","5/7/2020","","8/17/2020","","11/5/2020",""
"QUALICORP","NM","3/12/2020","3/12/2020","3/12/2020","3/12/2020","4/30/2020","4/30/2020","5/29/2020","5/29/2020","","","5/7/2020","5/7/2020","8/25/2020","","11/10/2020","","3/13/2020","","5/8/2020","","8/26/2020","","11/11/2020",""
"QUALITY SOFT","MA","3/30/2020","3/30/2020","3/30/2020","3/30/2020","4/30/2020","4/30/2020","7/31/2020","7/31/2020","","","5/20/2020","5/20/2020","8/14/2020","","11/13/2020","","","","","","","","",""
"QUERO-QUERO","NM","6/17/2020","6/17/2020","6/17/2020","6/17/2020","7/14/2020","7/14/2020","8/3/2020","8/3/2020","","","6/17/2020","6/17/2020","8/12/2020","","11/11/2020","","3/30/2020","","6/18/2020","","8/13/2020","","11/12/2020",""
"RAIADROGASIL","NM","2/19/2020","2/19/2020","2/19/2020","2/19/2020","4/8/2020","4/8/2020","5/29/2020","5/29/2020","","","4/28/2020","4/28/2020","8/11/2020","","10/27/2020","","2/20/2020","","4/29/2020","","8/12/2020","","10/28/2020",""
"RANDON PART","N1","3/5/2020","3/5/2020","3/5/2020","3/5/2020","4/13/2020","4/13/2020","6/30/2020","6/30/2020","8/27/2020","","6/4/2020","6/4/2020","8/13/2020","","11/12/2020","","","","","","","","",""
"RENOVA","N2","4/16/2020","4/16/2020","4/16/2020","4/16/2020","7/31/2020","7/31/2020","7/31/2020","7/31/2020","12/1/2020","","7/13/2020","6/29/2020","8/25/2020","","11/13/2020","","","","","","","","",""
"RNI","NM","3/11/2020","3/11/2020","3/11/2020","3/11/2020","4/23/2020","4/23/2020","7/31/2020","7/31/2020","","","5/13/2020","5/13/2020","8/12/2020","","11/12/2020","","3/12/2020","","5/14/2020","","8/13/2020","","11/13/2020",""
"ROSSI RESID","NM","3/18/2020","3/18/2020","3/18/2020","3/18/2020","4/29/2020","4/29/2020","5/29/2020","5/29/2020","","","6/9/2020","6/9/2020","8/12/2020","","11/11/2020","","3/19/2020","","6/10/2020","","8/13/2020","","11/12/2020",""
"RUMO S.A.","NM","2/13/2020","2/13/2020","2/13/2020","2/13/2020","7/22/2020","7/22/2020","7/20/2020","7/20/2020","","","5/27/2020","5/27/2020","8/13/2020","","11/11/2020","","2/14/2020","","5/28/2020","","8/14/2020","","11/12/2020",""
"SABESP","NM","3/26/2020","3/26/2020","3/26/2020","3/26/2020","4/28/2020","4/28/2020","6/25/2020","6/24/2020","","1/9/2020","5/14/2020","5/14/2020","8/13/2020","","11/12/2020","","3/31/2020","","5/19/2020","","8/18/2020","","11/17/2020",""
"SANEPAR","N2","2/6/2020","2/6/2020","2/6/2020","2/6/2020","4/23/2020","4/23/2020","5/29/2020","5/29/2020","8/19/2020","","5/7/2020","5/7/2020","8/7/2020","","11/5/2020","","","","","","","","",""
"SANTOS BRP","NM","3/5/2020","3/5/2020","3/5/2020","3/5/2020","4/28/2020","4/28/2020","5/28/2020","5/28/2020","","","5/12/2020","5/12/2020","8/11/2020","","11/10/2020","","3/6/2020","","5/13/2020","","8/12/2020","","11/11/2020",""
"SAO CARLOS","NM","3/5/2020","3/5/2020","3/5/2020","3/5/2020","4/30/2020","4/30/2020","7/31/2020","7/31/2020","","","5/7/2020","5/7/2020","8/13/2020","","11/4/2020","","3/6/2020","","5/8/2020","","8/14/2020","","11/5/2020",""
"SAO MARTINHO","NM","6/29/2020","6/29/2020","6/29/2020","6/29/2020","7/31/2020","7/31/2020","8/31/2020","","","","8/10/2020","","11/9/2020","","2/8/2021","","6/30/2020","","8/11/2020","","11/10/2020","","2/9/2021",""
"SARAIVA LIVR","N2","3/30/2020","3/30/2020","3/30/2020","3/30/2020","5/29/2020","5/29/2020","7/31/2020","7/31/2020","12/1/2020","","6/15/2020","6/15/2020","8/24/2020","","11/12/2020","","5/29/2020","","","","","","",""
"SER EDUCA","NM","3/27/2020","3/27/2020","3/27/2020","3/27/2020","4/30/2020","4/30/2020","5/29/2020","5/29/2020","","","5/15/2020","5/15/2020","8/24/2020","","11/11/2020","","3/27/2020","","5/15/2020","","8/25/2020","","11/11/2020",""
"SINQIA","NM","3/4/2020","3/4/2020","3/4/2020","3/4/2020","4/28/2020","4/28/2020","5/28/2020","5/28/2020","","","5/12/2020","5/12/2020","8/11/2020","","11/10/2020","","3/5/2020","","5/13/2020","","8/12/2020","","11/11/2020",""
"SLC AGRICOLA","NM","3/11/2020","3/11/2020","3/11/2020","3/11/2020","7/30/2020","7/30/2020","7/31/2020","7/31/2020","","","5/13/2020","5/13/2020","8/13/2020","","11/6/2020","","3/12/2020","","5/14/2020","","8/14/2020","","11/9/2020",""
"SMART FIT","M2","3/31/2020","3/31/2020","3/31/2020","3/31/2020","5/20/2020","5/20/2020","7/31/2020","7/31/2020","","","5/28/2020","5/28/2020","8/21/2020","","11/16/2020","","","","","","","","",""
"SMILES","NM","2/18/2020","2/18/2020","2/18/2020","2/18/2020","7/31/2020","7/31/2020","7/31/2020","7/31/2020","","","4/28/2020","4/28/2020","7/28/2020","","10/27/2020","","2/19/2020","","4/29/2020","","7/29/2020","","10/28/2020",""
"SPRINGS","NM","3/30/2020","3/30/2020","3/30/2020","3/30/2020","4/30/2020","4/30/2020","7/22/2020","7/22/2020","","","6/25/2020","6/25/2020","8/13/2020","","11/12/2020","","3/30/2020","","6/26/2020","","8/14/2020","","11/13/2020",""
"STARA","MA","3/23/2020","3/23/2020","3/23/2020","3/23/2020","5/7/2020","5/7/2020","6/25/2020","6/25/2020","","","6/25/2020","6/25/2020","8/13/2020","","11/12/2020","","","","","","","","",""
"SUL AMERICA","N2","2/20/2020","2/20/2020","2/20/2020","2/20/2020","7/29/2020","7/29/2020","5/29/2020","5/29/2020","12/10/2020","","5/13/2020","5/13/2020","8/5/2020","","11/12/2020","","","","","","","","",""
"SUZANO SA","NM","2/12/2020","2/12/2020","2/12/2020","2/12/2020","5/22/2020","5/22/2020","5/29/2020","5/29/2020","","","5/14/2020","5/14/2020","8/13/2020","","10/29/2020","","2/13/2020","","5/15/2020","","8/14/2020","","10/30/2020",""
"TAESA","N2","3/12/2020","3/12/2020","3/12/2020","3/12/2020","4/30/2020","4/30/2020","6/30/2020","6/30/2020","12/1/2020","","5/14/2020","5/14/2020","8/12/2020","","11/11/2020","","","","","","","","",""
"TAURUS ARMAS","N2","3/30/2020","3/30/2020","3/30/2020","3/30/2020","4/30/2020","4/30/2020","7/31/2020","7/31/2020","12/18/2020","","6/29/2020","6/29/2020","8/13/2020","","11/16/2020","","","","","","","","",""
"TECHNOS","NM","3/30/2020","3/31/2020","3/30/2020","3/31/2020","7/31/2020","7/31/2020","7/31/2020","7/31/2020","","","6/29/2020","6/29/2020","8/28/2020","","11/5/2020","","4/1/2020","","6/30/2020","","8/31/2020","","11/6/2020",""
"TECNISA","NM","3/18/2020","3/18/2020","3/18/2020","3/18/2020","4/23/2020","4/23/2020","6/4/2020","6/4/2020","","","5/15/2020","5/14/2020","8/12/2020","","11/11/2020","","3/19/2020","","5/14/2020","","8/13/2020","","11/12/2020",""
"TEGMA","NM","3/31/2020","3/31/2020","3/31/2020","3/31/2020","4/30/2020","4/30/2020","6/18/2020","6/18/2020","","","5/12/2020","5/12/2020","8/5/2020","","11/6/2020","","4/1/2020","","5/12/2020","","8/6/2020","","11/9/2020",""
"TENDA","NM","3/19/2020","3/19/2020","3/19/2020","3/19/2020","7/10/2020","7/10/2020","7/31/2020","7/31/2020","","","5/7/2020","5/14/2020","8/6/2020","","11/5/2020","","3/20/2020","","5/8/2020","","8/7/2020","","11/6/2020",""
"TERRA SANTA","NM","3/12/2020","3/12/2020","3/12/2020","3/12/2020","6/10/2020","6/10/2020","7/31/2020","7/31/2020","","","5/14/2020","5/14/2020","8/13/2020","","11/12/2020","","3/12/2020","","5/15/2020","","8/14/2020","","11/13/2020",""
"TIM PART S/A","NM","2/11/2020","2/11/2020","2/11/2020","2/11/2020","4/7/2020","4/7/2020","6/30/2020","6/30/2020","","","5/5/2020","5/5/2020","7/29/2020","","11/3/2020","","2/12/2020","","5/6/2020","","7/30/2020","","11/4/2020",""
"TIME FOR FUN","NM","3/11/2020","3/11/2020","3/11/2020","3/11/2020","7/22/2020","7/22/2020","7/31/2020","7/31/2020","","","5/19/2020","5/15/2020","8/12/2020","","11/11/2020","","3/12/2020","","5/20/2020","","8/13/2020","","11/12/2020",""
"TOTVS","NM","2/12/2020","2/12/2020","2/12/2020","2/12/2020","4/27/2020","4/27/2020","5/29/2020","5/29/2020","","","5/6/2020","5/6/2020","8/5/2020","","11/11/2020","","2/13/2020","","5/7/2020","","8/6/2020","","11/12/2020",""
"TRAN PAULIST","N1","3/4/2020","3/4/2020","3/4/2020","3/4/2020","4/16/2020","4/16/2020","6/26/2020","6/26/2020","12/1/2020","","4/29/2020","4/29/2020","7/30/2020","","10/29/2020","","","","","","","","",""
"TRISUL","NM","3/10/2020","3/10/2020","3/10/2020","3/10/2020","4/23/2020","4/23/2020","5/29/2020","5/28/2020","","","5/12/2020","5/12/2020","8/13/2020","","11/12/2020","","3/11/2020","","5/13/2020","","8/14/2020","","11/13/2020",""
"TRIUNFO PART","NM","3/12/2020","3/12/2020","3/12/2020","3/12/2020","4/27/2020","4/27/2020","6/10/2020","6/10/2020","","","5/28/2020","5/28/2020","8/6/2020","","11/5/2020","","3/13/2020","","5/29/2020","","8/7/2020","","11/6/2020",""
"TUPY","NM","3/3/2020","3/3/2020","3/3/2020","3/3/2020","4/30/2020","4/30/2020","7/28/2020","7/28/2020","","","6/29/2020","6/29/2020","8/12/2020","","11/5/2020","","3/4/2020","","6/30/2020","","8/13/2020","","11/6/2020",""
"ULTRAPAR","NM","2/19/2020","2/19/2020","2/19/2020","2/19/2020","4/15/2020","4/15/2020","5/29/2020","5/29/2020","","","5/13/2020","5/13/2020","8/12/2020","","11/4/2020","","2/20/2020","","5/14/2020","","8/13/2020","","11/5/2020",""
"UNICASA","NM","3/12/2020","3/12/2020","3/12/2020","3/12/2020","7/29/2020","7/29/2020","7/31/2020","7/31/2020","","","5/28/2020","5/28/2020","8/6/2020","","11/12/2020","","3/13/2020","","5/29/2020","","8/7/2020","","11/13/2020",""
"USIMINAS","N1","2/14/2020","2/14/2020","2/14/2020","2/14/2020","4/28/2020","4/28/2020","7/31/2020","7/31/2020","11/27/2020","","5/22/2020","5/22/2020","7/30/2020","","10/29/2020","","","","","","","","",""
"VALE","NM","2/20/2020","2/20/2020","2/20/2020","2/20/2020","4/30/2020","4/30/2020","5/29/2020","5/29/2020","","","4/28/2020","4/28/2020","7/29/2020","","10/28/2020","","2/21/2020","","4/29/2020","","7/30/2020","","10/29/2020",""
"VALID","NM","3/5/2020","3/5/2020","3/5/2020","3/5/2020","4/29/2020","4/29/2020","7/31/2020","7/31/2020","","","5/21/2020","5/21/2020","8/6/2020","","11/5/2020","","3/6/2020","","5/8/2020","","8/7/2020","","11/6/2020",""
"VIAVAREJO","NM","3/25/2020","3/26/2020","3/25/2020","3/26/2020","6/4/2020","6/4/2020","7/31/2020","6/4/2020","","","5/13/2020","5/13/2020","8/12/2020","","11/11/2020","","3/26/2020","","5/14/2020","","8/13/2020","","11/12/2020",""
"VIVARA S.A.","NM","3/23/2020","3/23/2020","3/23/2020","3/23/2020","4/30/2020","4/30/2020","5/29/2020","5/29/2020","","","5/14/2020","5/14/2020","8/26/2020","","11/12/2020","","3/24/2020","","5/15/2020","","8/27/2020","","11/13/2020",""
"VIVER","NM","3/30/2020","3/30/2020","3/30/2020","3/30/2020","4/30/2020","4/30/2020","7/31/2020","7/31/2020","","","5/29/2020","5/29/2020","8/13/2020","","11/13/2020","","3/31/2020","","6/1/2020","","8/14/2020","","11/16/2020",""
"VULCABRAS","NM","3/2/2020","3/2/2020","3/2/2020","3/2/2020","7/24/2020","7/24/2020","7/31/2020","7/31/2020","","","6/8/2020","6/8/2020","8/10/2020","","11/9/2020","","3/3/2020","","6/9/2020","","8/11/2020","","11/10/2020",""
"WEG","NM","2/19/2020","2/19/2020","2/19/2020","2/19/2020","4/28/2020","4/28/2020","5/29/2020","5/29/2020","","","4/29/2020","4/29/2020","7/22/2020","7/22/2020","10/21/2020","","2/20/2020","","4/30/2020","","7/23/2020","","10/22/2020",""
"WIZ S.A.","NM","2/20/2020","2/20/2020","2/20/2020","2/20/2020","3/23/2020","3/23/2020","5/29/2020","5/29/2020","","","5/7/2020","5/7/2020","8/6/2020","","11/5/2020","","2/21/2020","","5/8/2020","","8/7/2020","","11/6/2020",""
"YDUQS PART","NM","3/12/2020","3/12/2020","3/12/2020","3/12/2020","4/24/2020","4/24/2020","7/17/2020","7/17/2020","","","5/7/2020","5/7/2020","8/26/2020","","11/9/2020","","3/13/2020","","5/8/2020","","8/27/2020","","11/10/2020",""
